ID,Player,Team,Minutes played,league_id
6859,É. Rivera,Universidad Guadalajara,2149,263
6860,W. Guzmán,Venados,3221,263
6861,D. Pineda,Correcaminos UAT,1432,263
6862,A. Sánchez,Cancún,1276,263
6863,K. Chaurand,Mineros de Zacatecas,1421,263
6864,L. Loroña,Cancún,2343,263
6865,J. Cruz,Alebrijes de Oaxaca,982,263
6866,V. Moragrega,CA La Paz,976,263
6867,M. Caraglio,Venados,997,263
6868,Y. Espinosa,Correcaminos UAT,1149,263
6869,K. Calderon,Dorados,1029,263
6870,J. Flores,Atlético Morelia,1530,263
6871,J. González,Pumas UNAM U23,1119,263
6872,I. Hernández,Tlaxcala,1322,263
6873,L. Martínez,Universidad Guadalajara,1313,263
6874,B. Rosas,Northern Colorado,1352,263
6875,D. González,Lazio,1588,263
6876,M. Fishel,Tigres UANL,3775,673
6877,C. Burkenroad,Monterrey,3634,673
6878,K. Palacios,América,3262,673
6879,S. Calvillo,Toluca,2958,673
6880,M. Roman,Toluca,2954,673
6881,R. Cuéllar,NA,2716,673
6882,A. Iturbide,Guadalajara,2547,673
6883,A. Villanueva,Tigres UANL,2422,673
6884,D. Flores,Cruz Azul,2359,673
6885,M. Larroquette,Orlando Pride,2274,673
6886,K. Martínez,América,2261,673
6887,A. González,América,2245,673
6888,B. Solís,FC Juárez,2134,673
6889,A. Cervantes,Guadalajara,2117,673
6890,L. Ramos,Querétaro,1946,673
6891,A. Hix,Tijuana,1909,673
6892,R. Huerta,Cruz Azul,1844,673
6893,D. Duron,Toluca,1768,673
6894,Saira López,Necaxa,1755,673
6895,S. Varela,NA,1639,673
6896,V. Juarez,Mazatlán,1583,673
6897,A. Curiel,NA,1458,673
6898,M. Santana,Atlético de San Luis,1438,673
6899,C. Venegas,NA,1425,673
6900,Yuliana Mora,Mazatlán,1418,673
6901,S. Ribeiro,Pumas UNAM,1277,673
6902,D. Rivera,Atlético de San Luis,1269,673
6903,S. Muñoz,Tijuana,1255,673
6904,Y. Barrientos,León,1149,673
6905,Mariana Ramos,Necaxa,1137,673
6906,M. Ramos,Mazatlán,1012,673
6907,Daniela Sánchez,Querétaro,1012,673
6908,Marcia García,Atlas,916,673
6989,Mikel Oyarzabal,Real Sociedad,1087,140
6990,R. Lewandowski,Barcelona,2589,140
6991,Gerard Moreno,Villarreal,1185,140
6992,Álvaro Morata,Atlético Madrid,1885,140
6993,E. Ünal,Getafe,3100,140
6994,Borja Iglesias,Real Betis,2210,140
6995,V. Muriqi,Mallorca,2709,140
6996,Y. En-Nesyri,Sevilla,1722,140
6997,N. Jackson,Villarreal,1291,140
6998,A. Sørloth,Real Sociedad,2155,140
6999,L. Ocampos,Sevilla,1174,140
7000,J. Strand Larsen,Celta de Vigo,1593,140
7001,E. Touré,Almería,1245,140
7002,Rafa Mir,Sevilla,1053,140
7003,V. Castellanos,Girona,2523,140
7004,Sergio Camello,Rayo Vallecano,2386,140
7005,L. Suárez,Almería,1386,140
7006,Borja Mayoral,Getafe,2833,140
7007,C. Larin,Real Valladolid,1137,140
7008,L. Boyé,Elche,2311,140
7009,Joselu,Espanyol,2893,140
7010,Ayoze Pérez,Real Betis,1041,140
7011,A. Budimir,Osasuna,1638,140
7012,M. Braithwaite,Espanyol,2405,140
7013,Hugo Duro,Valencia,1436,140
7014,E. Cavani,Valencia,1472,140
7015,E. Ponce,Elche,1246,140
7016,Choco Lozano,Cádiz,1410,140
7017,Roger Martí,Cádiz,1330,140
7018,Raúl García,Athletic Bilbao,1050,140
7019,Sergi Guardiola,Cádiz,1443,140
7020,Sergio León,Real Valladolid,1339,140
7021,C. Stuani,Girona,1075,140
7022,A. Ndiaye,Mallorca,1140,140
7023,Gorka Guruzeta,Athletic Bilbao,1304,140
7024,Kike García,Osasuna,1112,140
7108,N. Ibáñez,Tigres UANL,3191,262
7109,J. Quiñones,Atlas,3586,262
7110,H. Martín,América,3413,262
7111,J. Rodríguez,América,3026,262
7112,G. Berterame,Monterrey,3245,262
7113,H. Preciado,Santos Laguna,3144,262
7114,J. Dinenno,Pumas UNAM,3084,262
7115,R. Aguirre,Monterrey,2622,262
7116,R. Funes Mori,Monterrey,2433,262
7117,C. González,Toluca,3185,262
7118,E. Aguirre,Santos Laguna,1422,262
7119,L. Di Yorio,León,2939,262
7120,J. Correa,Santos Laguna,2259,262
7121,G. Fernández,Pumas UNAM,2809,262
7122,M. Estrada,CSKA Sofia,1083,262
7123,F. Batista,Necaxa,2018,262
7124,A. Canelo,Club Tijuana,3177,262
7125,M. Giménez,Banfield,1720,262
7126,A. Hernández,Peñarol,1367,262
7127,C. Tabó,Cruz Azul,925,262
7128,Á. Zaldívar,Atlético de San Luis,1685,262
7129,R. de La Rosa,Pachuca,1815,262
7130,J. Furch,Atlas,2299,262
7131,R. Cisneros,Guadalajara,1180,262
7132,A. Gignac,Tigres UANL,3861,262
7133,M. Barragán,Puebla,2729,262
7134,Diogo,Pumas UNAM,1915,262
7135,Camilo Sanvezzo,Toluca,1545,262
7136,A. Sepúlveda,Querétaro,2206,262
7137,G. Carneiro,Nacional,1291,262
7138,T. Molina,Juárez,927,262
7139,Léo Bonatini,Atlético de San Luis,1255,262
7140,E. López,Toluca,1852,262
7141,Edgar Méndez,Necaxa,1830,262
7142,J. Zúñiga,Querétaro,1111,262
7143,M. Silvera,Necaxa,1109,262
7144,B. Rubio,León,1240,262
7145,J. Alvarado,Monterrey,957,262
7146,M. Sansores,Puebla,920,262
7147,A. Nahuelpán,Mazatlán,1505,262
7228,J. David,Lille,2984,61
7229,M. Terrier,Rennes,1387,61
7230,A. Gouiri,Rennes,2531,61
7231,A. Kalimuendo,Rennes,1899,61
7232,F. Balogun,Reims,2814,61
7233,H. Ekitike,PSG,952,61
7234,E. Wahi,Montpellier,2451,61
7235,B. Embolo,Monaco,1895,61
7236,W. Ben Yedder,Monaco,1986,61
7237,T. Moffi,Nice,2452,61
7238,L. Openda,Lens,2334,61
7239,M. Dembélé,Olympique Lyonnais,942,61
7240,G. Laborde,Nice,2536,61
7241,H. Diallo,Strasbourg,2738,61
7242,A. Delort,Nantes,1330,61
7243,A. Lacazette,Olympique Lyonnais,2735,61
7244,Mama Baldé,Troyes,2512,61
7245,B. Dieng,Lorient,1007,61
7246,S. Mavididi,Montpellier,1162,61
7247,T. Dallinga,Toulouse,2214,61
7248,A. Sima,Angers SCO,1587,61
7249,Mostafa Mohamed,Nantes,1937,61
7250,S. Mounié,Brest,1385,61
7251,M. Abline,Auxerre,952,61
7252,I. Ganago,Nantes,1537,61
7253,I. Koné,Lorient,1357,61
7254,I. Niane,Angers SCO,974,61
7255,R. Ripart,Troyes,1414,61
7256,M. Niang,Auxerre,1511,61
7257,J. Le Douaron,Brest,1872,61
7258,A. Hunou,Angers SCO,2188,61
7259,K. Andrić,Clermont,1496,61
7260,G. Kyei,Clermont,2047,61
7261,M. El Idrissy,Ajaccio,2501,61
7262,I. Slimani,Brest,1046,61
7263,K. Gameiro,Strasbourg,2161,61
7264,A. Onaiwu,Toulouse,1087,61
7265,Nuno Da Costa,Auxerre,1808,61
7338,E. Haaland,Manchester City,2798,39
7339,H. Kane,Tottenham Hotspur,3437,39
7340,Gabriel Jesus,Arsenal,1938,39
7341,D. Núñez,Liverpool,1840,39
7342,K. Havertz,Chelsea,2555,39
7343,C. Gakpo,Liverpool,1322,39
7344,Diogo Jota,Liverpool,1088,39
7345,Richarlison,Tottenham Hotspur,1033,39
7346,I. Toney,Brentford,3246,39
7347,J. Álvarez,Manchester City,1283,39
7348,A. Isak,Newcastle United,1276,39
7349,O. Watkins,Aston Villa,3138,39
7350,Matheus Cunha,Wolverhampton Wanderers,964,39
7351,A. Mitrović,Fulham,1966,39
7352,G. Scamacca,West Ham United,1004,39
7353,D. Calvert-Lewin,Everton,1061,39
7354,E. Nketiah,Arsenal,1212,39
7355,C. Adams,Southampton,2107,39
7356,T. Awoniyi,Nottingham Forest,1170,39
7357,P. Daka,Leicester City,1231,39
7358,D. Solanke,Bournemouth,2795,39
7359,C. Wilson,Newcastle United,1761,39
7360,K. Iheanacho,Leicester City,1138,39
7361,O. Édouard,Crystal Palace,1768,39
7362,D. Ings,West Ham United,1545,39
7363,J. Aribo,Southampton,1245,39
7364,Y. Wissa,Brentford,1537,39
7365,N. Maupay,Everton,1170,39
7366,C. Wood,Nottingham Forest,923,39
7367,P. Bamford,Leeds United,1517,39
7368,Rodrigo,Leeds United,1820,39
7369,M. Antonio,West Ham United,1811,39
7370,D. Welbeck,Brighton,1784,39
7371,Carlos Vinícius,Fulham,1098,39
7372,K. Moore,Bournemouth,1323,39
7373,J. Vardy,Leicester City,1781,39
7374,Diego Costa,Wolverhampton Wanderers,1232,39
7375,T. Walcott,Southampton,935,39
7376,D. Ouattara,Bournemouth,1129,39
7377,Gonçalo Ramos,Benfica,2405,94
7378,Vitinha,Olympique Marseille,1209,94
7379,M. Taremi,Porto,2805,94
7380,Paulinho,Sporting CP,1491,94
7381,Fran Navarro,Gil Vicente,3324,94
7382,Abel Ruiz,Sporting Braga,2230,94
7383,S. Banza,Sporting Braga,1624,94
7384,Toni Martínez,Porto,1297,94
7385,A. Yakubu,Wuhan Three Towns,1370,94
7386,André Silva,Vitória Guimarães,1900,94
7387,Oday Dabbagh,Arouca,1028,94
7388,J. Cádiz,Famalicão,1475,94
7389,M. Osmajić,Vizela,2219,94
7390,Matheus Babi,Santa Clara,1492,94
7391,Anderson Silva,Vitória Guimarães,1521,94
7392,Y. Njie,Boavista,2305,94
7393,A. Dobre,Famalicão,1018,94
7394,R. Boženík,Boavista,1064,94
7395,Welinton Júnior,Portimonense,2241,94
7396,J. Tagueu,Al Hazem,1161,94
7397,K. Tagawa,Santa Clara,1325,94
7398,Héctor Hernández,Chaves,1616,94
7399,B. Riascos,Marítimo,974,94
7400,E. Boateng,Rio Ave,2035,94
7401,Clayton Silva,Casa Pia AC,1331,94
7402,Rafa Mújica,Arouca,1755,94
7403,B. Róchez,Portimonense,1006,94
7404,Juninho,Chaves,1948,94
7405,Yago Cariello,Portimonense,1521,94
7406,Alisson Safira,Vitória Guimarães,943,94
7407,Adrián Butzke,Paços de Ferreira,1483,94
7408,L. Ruiz,Rio Ave,1082,94
7409,André Pereira,Rio Ave,1093,94
7410,Rafael Martins,Casa Pia AC,1533,94
7411,Cassiano,Estoril,988,94
7412,Y. Chermiti,Sporting CP,946,94
7413,Evanilson,Porto,1458,94
7493,V. Osimhen,Napoli,2400,135
7494,L. Martínez,Internazionale,2575,135
7495,D. Vlahović,Juventus,1918,135
7496,T. Abraham,Roma,2297,135
7497,R. Lukaku,Internazionale,1421,135
7498,R. Højlund,Atalanta,1659,135
7499,M. Kean,Juventus,948,135
7500,C. Immobile,Lazio,2001,135
7501,A. Pinamonti,Sassuolo,2025,135
7502,B. Dia,Salernitana,2408,135
7503,J. Correa,Internazionale,926,135
7504,Arthur Cabral,Fiorentina,1477,135
7505,Beto,Udinese,2109,135
7506,C. Kouamé,Fiorentina,1749,135
7507,D. Zapata,Atalanta,1415,135
7508,A. Milik,Juventus,1455,135
7509,A. Petagna,Monza,1515,135
7510,L. Jović,Fiorentina,1543,135
7511,A. Belotti,Roma,994,135
7512,K. Piątek,Salernitana,1888,135
7513,M. Satriano,Empoli,1799,135
7514,D. Origi,Milan,1040,135
7515,E. Shomurodov,Spezia,960,135
7516,A. Sanabria,Torino,2214,135
7517,M. Nzola,Spezia,2483,135
7518,C. Dessers,Cremonese,1713,135
7519,Dany Mota,Monza,1732,135
7520,F. Bonazzoli,Salernitana,1221,135
7521,L. Colombo,Lecce,1437,135
7522,D. Okereke,Cremonese,2165,135
7523,T. Henry,Hellas Verona,1098,135
7524,I. Success,Udinese,1944,135
7525,E. Džeko,Internazionale,1836,135
7526,O. Giroud,Milan,2000,135
7527,A. Ceesay,Lecce,1671,135
7528,M. Gabbiadini,Sampdoria,2105,135
7529,S. Lammers,Sampdoria,2069,135
7530,K. Lasagna,Hellas Verona,1704,135
7531,G. Defrel,Sassuolo,1062,135
7532,F. Caputo,Empoli,2717,135
7533,F. Tsadjout,Cremonese,927,135
7534,M. Đurić,Hellas Verona,1094,135
7535,D. Ciofani,Cremonese,976,135
